taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range
3300010577,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.H9.16S negative",DOE Joint Genome Institute (JGI),3300010577.0,Metagenome - Cell Enrichment,Gp0155765,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,801887,917,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010578,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.D19.16S negative",DOE Joint Genome Institute (JGI),3300010578.0,Metagenome - Cell Enrichment,Gp0155626,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,697575,924,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010579,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.G20.16S negative",DOE Joint Genome Institute (JGI),3300010579.0,Metagenome - Cell Enrichment,Gp0155632,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,801402,926,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010580,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.C13.16S negative",DOE Joint Genome Institute (JGI),3300010580.0,Metagenome - Cell Enrichment,Gp0155595,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,686964,931,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010581,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.E11.16S negative",DOE Joint Genome Institute (JGI),3300010581.0,Metagenome - Cell Enrichment,Gp0155777,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,813940,945,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010582,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.F8.16S negative",DOE Joint Genome Institute (JGI),3300010582.0,Metagenome - Cell Enrichment,Gp0155758,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,840073,948,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010583,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.C15.GAL08",DOE Joint Genome Institute (JGI),3300010583.0,Metagenome - Cell Enrichment,Gp0155802,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,868170,953,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010584,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.D18.GAL08",DOE Joint Genome Institute (JGI),3300010584.0,Metagenome - Cell Enrichment,Gp0155715,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,911506,956,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010585,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.G21.16S negative",DOE Joint Genome Institute (JGI),3300010585.0,Metagenome - Cell Enrichment,Gp0155823,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,920799,960,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010586,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.L18.16S negative",DOE Joint Genome Institute (JGI),3300010586.0,Metagenome - Cell Enrichment,Gp0155718,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,866621,962,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010587,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.D12.16S negative",DOE Joint Genome Institute (JGI),3300010587.0,Metagenome - Cell Enrichment,Gp0155588,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,869130,963,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010588,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.M21.16S negative",DOE Joint Genome Institute (JGI),3300010588.0,Metagenome - Cell Enrichment,Gp0155734,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,733897,965,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010589,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.N10.16S negative",DOE Joint Genome Institute (JGI),3300010589.0,Metagenome - Cell Enrichment,Gp0155775,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,775703,972,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010590,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.H14.16S negative",DOE Joint Genome Institute (JGI),3300010590.0,Metagenome - Cell Enrichment,Gp0155696,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,897652,982,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010591,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.I17.16S negative",DOE Joint Genome Institute (JGI),3300010591.0,Metagenome - Cell Enrichment,Gp0155618,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,761310,989,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010592,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.J16.16S negative",DOE Joint Genome Institute (JGI),3300010592.0,Metagenome - Cell Enrichment,Gp0155708,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,800258,997,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010593,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.N19.16S negative",DOE Joint Genome Institute (JGI),3300010593.0,Metagenome - Cell Enrichment,Gp0155629,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,767815,1001,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010594,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.H9.16S negative",DOE Joint Genome Institute (JGI),3300010594.0,Metagenome - Cell Enrichment,Gp0155573,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,771077,1004,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010595,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.L6.16S negative",DOE Joint Genome Institute (JGI),3300010595.0,Metagenome - Cell Enrichment,Gp0155751,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,792564,1023,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010596,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.B19.16S negative",DOE Joint Genome Institute (JGI),3300010596.0,Metagenome - Cell Enrichment,Gp0155720,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,768672,1024,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010597,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.N20.16S negative",DOE Joint Genome Institute (JGI),3300010597.0,Metagenome - Cell Enrichment,Gp0155731,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,952560,1024,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010598,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.M12.16S negative",DOE Joint Genome Institute (JGI),3300010598.0,Metagenome - Cell Enrichment,Gp0155594,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,791821,1025,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010599,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.G14.16S negative",DOE Joint Genome Institute (JGI),3300010599.0,Metagenome - Cell Enrichment,Gp0155796,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,803865,1047,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010600,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.E7.16S negative",DOE Joint Genome Institute (JGI),3300010600.0,Metagenome - Cell Enrichment,Gp0155755,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,941466,1057,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010601,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.B14.Aquificae",DOE Joint Genome Institute (JGI),3300010601.0,Metagenome - Cell Enrichment,Gp0155693,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,848752,1072,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010602,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.L14.16S negative",DOE Joint Genome Institute (JGI),3300010602.0,Metagenome - Cell Enrichment,Gp0155800,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,879420,1074,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010603,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.D7.Aquificae",DOE Joint Genome Institute (JGI),3300010603.0,Metagenome - Cell Enrichment,Gp0155754,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,844766,1074,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010604,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.L9.16S negative",DOE Joint Genome Institute (JGI),3300010604.0,Metagenome - Cell Enrichment,Gp0155671,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,847964,1075,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010605,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.I8.16S negative",DOE Joint Genome Institute (JGI),3300010605.0,Metagenome - Cell Enrichment,Gp0155665,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,883788,1079,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010606,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.L15.16S negative",DOE Joint Genome Institute (JGI),3300010606.0,Metagenome - Cell Enrichment,Gp0155703,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,845504,1081,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010607,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.G5.16S negative",DOE Joint Genome Institute (JGI),3300010607.0,Metagenome - Cell Enrichment,Gp0155743,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,867493,1082,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010608,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.B11.GAL08",DOE Joint Genome Institute (JGI),3300010608.0,Metagenome - Cell Enrichment,Gp0155678,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,1071255,1083,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010609,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.E7.16S negative",DOE Joint Genome Institute (JGI),3300010609.0,Metagenome - Cell Enrichment,Gp0155658,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,864947,1085,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010610,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.B16.16S negative",DOE Joint Genome Institute (JGI),3300010610.0,Metagenome - Cell Enrichment,Gp0155806,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,850463,1091,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010611,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.L9.16S negative",DOE Joint Genome Institute (JGI),3300010611.0,Metagenome - Cell Enrichment,Gp0155769,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,866499,1095,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010612,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.D6.16S negative",DOE Joint Genome Institute (JGI),3300010612.0,Metagenome - Cell Enrichment,Gp0155747,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,884428,1097,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010613,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.J6.16S negative",DOE Joint Genome Institute (JGI),3300010613.0,Metagenome - Cell Enrichment,Gp0155750,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,1039477,1099,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010614,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.C19.16S negative",DOE Joint Genome Institute (JGI),3300010614.0,Metagenome - Cell Enrichment,Gp0155817,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,1022505,1100,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010615,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.H16.16S negative",DOE Joint Genome Institute (JGI),3300010615.0,Metagenome - Cell Enrichment,Gp0155609,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,847343,1110,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010616,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.C9.16S negative",DOE Joint Genome Institute (JGI),3300010616.0,Metagenome - Cell Enrichment,Gp0155572,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,1001153,1111,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010617,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.M4.16S negative",DOE Joint Genome Institute (JGI),3300010617.0,Metagenome - Cell Enrichment,Gp0155739,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,932706,1117,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010618,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.K17.16S negative",DOE Joint Genome Institute (JGI),3300010618.0,Metagenome - Cell Enrichment,Gp0155811,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,890557,1124,0.0,85.9,7.08,7.08,7.08,7.08,0.0
