,bin_name,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,taxon_oid,temp,total_base,gene_count,copy_number,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range,grs_present,estimated genome size
484,3300045908_10006,91.38,0,medium,2,19,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus hugenholtzii,3300045908,3300045908_bin.6,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,199335202.5
485,3300045908_10008,100,0.34,medium,2,18,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__RBG-16-58-11;g__;s__,3300045908,3300045908_bin.8,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,182152508
470,3300045908_10011,87.93,0,medium,1,19,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__HRBIN17;s__,3300045908,3300045908_bin.11,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,207156269.8
471,3300045908_10015,91.38,0,medium,1,20,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__;g__;s__,3300045908,3300045908_bin.15,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,199335202.5
473,3300045908_10020,87.93,2.59,medium,2,19,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__,3300045908,3300045908_bin.20,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,207156269.8
474,3300045908_10025,97.96,0.16,medium,2,18,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__,3300045908,3300045908_bin.25,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,185945802.4
476,3300045908_10032,89.66,0,medium,2,15,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus aquaticus,3300045908,3300045908_bin.32,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,203159165.7
477,3300045908_10035,82.6,0,medium,1,20,d__Bacteria;p__Calescibacterota;c__Calescibacteriia;o__Calescibacteriales;f__Calescibacteriaceae;g__Calescibacterium;s__,3300045908,3300045908_bin.35,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,220523617.4
478,3300045908_10036,97.2,0.93,medium,2,11,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum adornatus,3300045908,3300045908_bin.36,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,187399699.6
479,3300045908_10037,94.83,2.07,medium,1,16,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__;s__,3300045908,3300045908_bin.37,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,192083210
482,3300045908_10043,89.66,1.02,medium,2,20,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__Caldipriscus;s__Caldipriscus sp000980735,3300045908,3300045908_bin.43,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,203159165.7
483,3300045908_10044,98.12,0,medium,2,19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__,3300045908,3300045908_bin.44,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,185642588.7
4,2022920002_3,80.7,1.27,MQ,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus; s__GCA_000495735.1,2022920002,,926795,1135,2,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP3 Monarch Geyser, Norris Geyser Basin",DOE Joint Genome Institute (JGI),2022920002,Metagenome Analysis,Gp0051342,"Yellowstone National Park, WY",44.7242925,-110.7056131,,4,,,80 C,17214260,31080,3,80,4,4,4,4,0,1,21331177.2
6,3300000865_14,99.03,0,HQ,,,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA213,3300000865,,1431057,1721,6,*Microbiome,Permanent Draft,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes","Hot spring sediment from Gongxiaoshe in Tengchong, China",Stanford University,3300000865,Metagenome Analysis,Gp0056412,"Gongxiaoshe pool, Tengchong, China",25.44012,98.44081,,7.29,,,73.8 C,71805996,93343,11,73.8,7.29,7.29,7.29,7.29,0,1,72509336.56
7,3300000865_15,95.15,0,HQ,,,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__JGI-OTU-1,3300000865,,1367716,1538,1,*Microbiome,Permanent Draft,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes","Hot spring sediment from Gongxiaoshe in Tengchong, China",Stanford University,3300000865,Metagenome Analysis,Gp0056412,"Gongxiaoshe pool, Tengchong, China",25.44012,98.44081,,7.29,,,73.8 C,71805996,93343,11,73.8,7.29,7.29,7.29,7.29,0,1,75466101.94
8,3300000866_13,94.94,1.02,HQ,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae,3300000866,,1485240,1632,1,*Microbiome,Permanent Draft,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes","Hot spring sediment from Jinze in Tengchong, China",Stanford University,3300000866,Metagenome Analysis,Gp0056413,"Baoshan, Yunnan, China",25.44138,98.46004,,6.71,,,81.6 C,94676878,136697,16,81.6,6.71,6.71,6.71,6.71,0,1,99722854.43
9,3300000866_14,94.17,0,MQ,,,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__JGI-0000106-J15; g__JGI-0000106-J15,3300000866,,1425058,1603,1,*Microbiome,Permanent Draft,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes","Hot spring sediment from Jinze in Tengchong, China",Stanford University,3300000866,Metagenome Analysis,Gp0056413,"Baoshan, Yunnan, China",25.44138,98.46004,,6.71,,,81.6 C,94676878,136697,16,81.6,6.71,6.71,6.71,6.71,0,1,100538258.5
11,3300000866_20,91.67,1.9,MQ,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales,3300000866,,1228918,1437,1,*Microbiome,Permanent Draft,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes","Hot spring sediment from Jinze in Tengchong, China",Stanford University,3300000866,Metagenome Analysis,Gp0056413,"Baoshan, Yunnan, China",25.44138,98.46004,,6.71,,,81.6 C,94676878,136697,16,81.6,6.71,6.71,6.71,6.71,0,1,103280111.3
14,3300005255_4,98.06,0,HQ,,,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__JGI-OTU-1;g__JGI-OTU-1; s__GCA_000494145.1,3300005255,,1497716,1660,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - surface sediment",DOE Joint Genome Institute (JGI),3300005255,Metagenome Analysis,Gp0051565,"Great Boiling Spring, Nevada",40.65833,-119.37772,,6.37,,,,20855182,26500,5,,6.37,6.37,6.37,6.37,0,1,21267776.87
15,3300005255_5,91.91,0,MQ,,,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__JGI-OTU-1,3300005255,,1182679,1327,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - surface sediment",DOE Joint Genome Institute (JGI),3300005255,Metagenome Analysis,Gp0051565,"Great Boiling Spring, Nevada",40.65833,-119.37772,,6.37,,,,20855182,26500,5,,6.37,6.37,6.37,6.37,0,1,22690873.68
17,3300005256_2,91.47,2.98,MQ,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales,3300005256,,1811972,2268,2,*Microbiome,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_E",DOE Joint Genome Institute (JGI),3300005256,Metagenome Analysis,Gp0052141,"Norris Geyser Basin, Yellowstone National Park",44.733,-110.708917,,2.84,,,62 C,22259846,36443,5,62,2.84,2.84,2.84,2.84,0,1,24335679.46
18,3300005256_4,86.01,0,MQ,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae; g__Metallosphaera; s__GCF_000243315.1,3300005256,,1706778,2008,2,*Microbiome,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_E",DOE Joint Genome Institute (JGI),3300005256,Metagenome Analysis,Gp0052141,"Norris Geyser Basin, Yellowstone National Park",44.733,-110.708917,,2.84,,,62 C,22259846,36443,5,62,2.84,2.84,2.84,2.84,0,1,25880532.5
21,3300005275_13,95.15,0.33,MQ,,,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae,3300005275,,1232486,1652,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment CS 85C",DOE Joint Genome Institute (JGI),3300005275,Metagenome Analysis,Gp0052109,"Great Boiling Spring, Nevada",40.67,-119.37,,6.37,,,,93642314,164694,20,,6.37,6.37,6.37,6.37,0,1,98415464
22,3300005275_15,90.78,0,MQ,,,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__JGI-0000106-J15,3300005275,,1039224,1284,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment CS 85C",DOE Joint Genome Institute (JGI),3300005275,Metagenome Analysis,Gp0052109,"Great Boiling Spring, Nevada",40.67,-119.37,,6.37,,,,93642314,164694,20,,6.37,6.37,6.37,6.37,0,1,103153022.7
23,3300005275_17,82.3,0,MQ,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae,3300005275,,955672,1127,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment CS 85C",DOE Joint Genome Institute (JGI),3300005275,Metagenome Analysis,Gp0052109,"Great Boiling Spring, Nevada",40.67,-119.37,,6.37,,,,93642314,164694,20,,6.37,6.37,6.37,6.37,0,1,113781669.5
26,3300005275_7,91.45,1.87,MQ,,,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum,3300005275,,1470798,1780,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment CS 85C",DOE Joint Genome Institute (JGI),3300005275,Metagenome Analysis,Gp0052109,"Great Boiling Spring, Nevada",40.67,-119.37,,6.37,,,,93642314,164694,20,,6.37,6.37,6.37,6.37,0,1,102397281.6
27,3300005275_8,98.04,1.66,HQ,,,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae,3300005275,,1370626,1730,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment CS 85C",DOE Joint Genome Institute (JGI),3300005275,Metagenome Analysis,Gp0052109,"Great Boiling Spring, Nevada",40.67,-119.37,,6.37,,,,93642314,164694,20,,6.37,6.37,6.37,6.37,0,1,95514396.16
28,3300005278_10,98.1,1.27,MQ,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales; f__Ignisphaeraceae,3300005278,,1466323,1685,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment CS 77C",DOE Joint Genome Institute (JGI),3300005278,Metagenome Analysis,Gp0052039,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,138921631,254148,26,,6.37,6.37,6.37,6.37,0,1,141612264
29,3300005278_13,97.71,1.2,MQ,,,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae,3300005278,,1323426,1661,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment CS 77C",DOE Joint Genome Institute (JGI),3300005278,Metagenome Analysis,Gp0052039,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,138921631,254148,26,,6.37,6.37,6.37,6.37,0,1,142177495.7
31,3300005298_21,98.1,1.27,MQ,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales; f__Ignisphaeraceae,3300005298,,1570717,1753,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C",DOE Joint Genome Institute (JGI),3300005298,Metagenome Analysis,Gp0052398,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,150187695,231170,31,,6.37,6.37,6.37,6.37,0,1,153096529.1
32,3300005298_24,81.14,0.97,MQ,,,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__JGI-0000106-J15;g__JGI-0000106-J15;s__GCA_000405685.1,3300005298,,1347950,1526,2,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C",DOE Joint Genome Institute (JGI),3300005298,Metagenome Analysis,Gp0052398,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,150187695,231170,31,,6.37,6.37,6.37,6.37,0,1,185096986.7
33,3300005298_28,100,0.33,MQ,,,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae,3300005298,,1346747,1631,1,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C",DOE Joint Genome Institute (JGI),3300005298,Metagenome Analysis,Gp0052398,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,150187695,231170,31,,6.37,6.37,6.37,6.37,0,1,150187695
