,scaffold_oid,taxon_oid,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,gene_oid,Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID,Scaffold Length (bp),Scaffold Read Depth,COG,Pfam,KO,Unnamed: 12,bin_name,total_base,gene_count
499,Ga0495965_006578,3300045887,96.73,0.93,medium,2,18,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__;g__;s__,3300045887 assembled Ga0495965_006578_1_1470,3300045887 assembled Ga0495965_006578_1_1470,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_006578,4577,275,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10058,,
500,Ga0495965_000694,3300045887,97.2,2.34,medium,2,15,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__;s__,3300045887 assembled Ga0495965_000694_13445_14983,3300045887 assembled Ga0495965_000694_13445_14983,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000694,24421,632,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10059,,
501,Ga0495965_000253,3300045887,95.33,0.93,medium,2,16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__,3300045887 assembled Ga0495965_000253_5087_6556,3300045887 assembled Ga0495965_000253_5087_6556,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000253,42090,23,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10060,,
502,Ga0496369_00097,3300045869,93.46,0,medium,1,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045869 assembled Ga0496369_00097_9587_11227,3300045869 assembled Ga0496369_00097_9587_11227,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00097,39709,36,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10011,,
503,Ga0496369_00072,3300045869,93.46,0,medium,1,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045869 assembled Ga0496369_00072_32545_34200,3300045869 assembled Ga0496369_00072_32545_34200,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00072,49817,37,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10011,,
504,Ga0496369_00014,3300045869,97.43,0,medium,2,2,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp002077075,3300045869 assembled Ga0496369_00014_153804_155390,3300045869 assembled Ga0496369_00014_153804_155390,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00014,160361,21,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10012,,
505,Ga0496369_00057,3300045869,97.43,0,medium,2,2,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp002077075,3300045869 assembled Ga0496369_00057_1313_2947,3300045869 assembled Ga0496369_00057_1313_2947,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00057,59214,25,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10012,,
506,Ga0496369_00159,3300045869,97.51,0.93,medium,2,11,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum adornatus,3300045869 assembled Ga0496369_00159_22276_23829,3300045869 assembled Ga0496369_00159_22276_23829,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00159,29074,14,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10013,,
507,Ga0496369_00007,3300045869,97.66,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__Thermogladius;s__,3300045869 assembled Ga0496369_00007_89715_91232,3300045869 assembled Ga0496369_00007_89715_91232,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00007,277530,47,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10002,,
508,Ga0496369_00426,3300045869,84.11,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045869 assembled Ga0496369_00426_4716_6320,3300045869 assembled Ga0496369_00426_4716_6320,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00426,13879,120,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10003,,
509,Ga0496369_01837,3300045869,84.11,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045869 assembled Ga0496369_01837_1723_3483,3300045869 assembled Ga0496369_01837_1723_3483,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_01837,3500,99,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10003,,
510,Ga0496369_01275,3300045869,98.13,0.93,medium,2,16,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__ARK-15;f__ARK-15;g__ARK-15;s__,3300045869 assembled Ga0496369_01275_2109_3638,3300045869 assembled Ga0496369_01275_2109_3638,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_01275,5046,31,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10004,,
511,Ga0496369_01136,3300045869,98.13,0.93,medium,2,16,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__ARK-15;f__ARK-15;g__ARK-15;s__,3300045869 assembled Ga0496369_01136_457_1998,3300045869 assembled Ga0496369_01136_457_1998,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_01136,5618,28,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10004,,
512,Ga0496369_00074,3300045869,93.46,0.93,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__;g__;s__,3300045869 assembled Ga0496369_00074_11810_13294,3300045869 assembled Ga0496369_00074_11810_13294,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00074,49317,37,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10006,,
513,Ga0496369_00297,3300045869,93.46,0.93,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__;g__;s__,3300045869 assembled Ga0496369_00297_5741_7285,3300045869 assembled Ga0496369_00297_5741_7285,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00297,17844,35,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10006,,
514,Ga0496369_00355,3300045869,82.25,2.34,medium,1,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp000495735,3300045869 assembled Ga0496369_00355_3203_4804,3300045869 assembled Ga0496369_00355_3203_4804,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00355,16024,1280,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10009,,
515,Ga0496369_00144,3300045869,82.25,2.34,medium,1,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp000495735,3300045869 assembled Ga0496369_00144_6930_8444,3300045869 assembled Ga0496369_00144_6930_8444,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045869,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_06 (*) (MER-FS) (assembled)",1,Ga0496369_00144,31386,1137,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045869_10009,,
516,Ga0496365_001952,3300045867,89.95,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__,3300045867 assembled Ga0496365_001952_2471_4195,3300045867 assembled Ga0496365_001952_2471_4195,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045867,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_02 (*) (MER-FS) (assembled)",1,Ga0496365_001952,7047,2618,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045867_10013,,
517,Ga0496365_000113,3300045867,94.39,1.87,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__;s__,3300045867 assembled Ga0496365_000113_29140_30726,3300045867 assembled Ga0496365_000113_29140_30726,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045867,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_02 (*) (MER-FS) (assembled)",1,Ga0496365_000113,35559,9,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045867_10015,,
518,Ga0496365_000004,3300045867,94.39,1.87,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__;s__,3300045867 assembled Ga0496365_000004_10801_12363,3300045867 assembled Ga0496365_000004_10801_12363,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045867,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_02 (*) (MER-FS) (assembled)",1,Ga0496365_000004,123179,10,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045867_10015,,
519,Ga0496365_001616,3300045867,95.95,0,medium,1,16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__AWOC01;s__,3300045867 assembled Ga0496365_001616_2375_4120,3300045867 assembled Ga0496365_001616_2375_4120,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045867,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_02 (*) (MER-FS) (assembled)",1,Ga0496365_001616,8147,13,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045867_10019,,
520,Ga0496365_000125,3300045867,91.9,0.93,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__AG1;s__,3300045867 assembled Ga0496365_000125_7863_9461,3300045867 assembled Ga0496365_000125_7863_9461,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045867,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_02 (*) (MER-FS) (assembled)",1,Ga0496365_000125,34405,34,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045867_10003,,
521,Ga0496365_000134,3300045867,91.9,0.93,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__AG1;s__,3300045867 assembled Ga0496365_000134_10692_12293,3300045867 assembled Ga0496365_000134_10692_12293,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045867,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_02 (*) (MER-FS) (assembled)",1,Ga0496365_000134,32922,34,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045867_10003,,
523,Ga0496365_000010,3300045867,93.46,4.67,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__AG1;s__,3300045867 assembled Ga0496365_000010_26387_27985,3300045867 assembled Ga0496365_000010_26387_27985,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045867,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_02 (*) (MER-FS) (assembled)",1,Ga0496365_000010,87382,163,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045867_10005,,
524,Ga0496365_000086,3300045867,93.46,4.67,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__AG1;s__,3300045867 assembled Ga0496365_000086_34577_36178,3300045867 assembled Ga0496365_000086_34577_36178,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045867,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_02 (*) (MER-FS) (assembled)",1,Ga0496365_000086,39617,182,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045867_10005,,
525,Ga0496358_000461,3300045877,97.66,0,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045877 assembled Ga0496358_000461_20255_21817,3300045877 assembled Ga0496358_000461_20255_21817,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045877,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05 (*) (MER-FS) (assembled)",1,Ga0496358_000461,30197,122,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045877_10010,,
526,Ga0496358_002734,3300045877,99.53,0,medium,2,9,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045877 assembled Ga0496358_002734_5293_6771,3300045877 assembled Ga0496358_002734_5293_6771,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045877,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05 (*) (MER-FS) (assembled)",1,Ga0496358_002734,9266,301,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045877_10011,,
528,Ga0496358_003491,3300045877,99.07,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__Zestosphaera;s__,3300045877 assembled Ga0496358_003491_6129_7637,3300045877 assembled Ga0496358_003491_6129_7637,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045877,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05 (*) (MER-FS) (assembled)",1,Ga0496358_003491,7653,156,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045877_10015,,
529,Ga0496358_000223,3300045877,96.03,0,medium,2,17,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,3300045877 assembled Ga0496358_000223_20026_21507,3300045877 assembled Ga0496358_000223_20026_21507,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045877,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05 (*) (MER-FS) (assembled)",1,Ga0496358_000223,43943,584,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045877_10016,,
530,Ga0496358_000556,3300045877,95.33,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045877 assembled Ga0496358_000556_22797_24314,3300045877 assembled Ga0496358_000556_22797_24314,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045877,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05 (*) (MER-FS) (assembled)",1,Ga0496358_000556,26924,178,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045877_10018,,
532,Ga0496358_000314,3300045877,100,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045877 assembled Ga0496358_000314_16717_18195,3300045877 assembled Ga0496358_000314_16717_18195,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045877,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05 (*) (MER-FS) (assembled)",1,Ga0496358_000314,37101,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045877_10023,,
